,num_reads
RP11-108K14.8,0.0
CYP2E1,0.0
SYCE1,0.0
IQSEC3,0.0
RP11-218M22.2,0.0
WNT5B,0.0
RP5-1096D14.6,0.0
TEAD4,0.0
RP11-253E3.3,0.0
TSPAN9,0.0
GALNT8,0.0
RP11-1038A11.3,0.0
PLEKHG6,0.0
GPR162,0.0
U47924.32,0.0
C1S,0.0
RBP5,0.0
RP11-273B20.1,0.0
CLEC4A,0.0
ZNF705A,0.0
RP11-266K4.14,0.0
FAM90A1,0.0
CLEC4D,0.0
RP11-20D14.6,0.0
RP13-735L24.1,0.0
RP11-705C15.4,0.0
CLEC12A,0.0
CLEC7A,0.0
RP11-277P12.20,0.0
KLRC1,0.0
STYK1,0.0
TAS2R31,0.0
TAS2R46,0.0
TAS2R30,0.0
BCL2L14,0.0
GPRC5A,0.0
EMP1,0.0
ART4,0.0
PDE6H,0.0
MGST1,0.0
GYS2,0.0
RP11-359J14.2,0.0
RP11-268P4.4,0.0
RP11-444D3.1,0.0
CASC1,0.0
RASSF8-AS1,0.0
RASSF8,0.0
ARNTL2-AS1,0.0
SMCO2,0.0
REP15,0.0
RP11-1060J15.9,0.0
MANSC4,0.0
PTHLH,0.0
RP11-993B23.3,0.0
RP11-425D17.1,0.0
RP11-946L16.1,0.0
TMTC1,0.0
RP11-77I22.2,0.0
OVOS2,0.0
FGD4,0.0
RP11-847H18.2,0.0
RP11-847H18.3,0.0
RP11-396F22.1,0.0
RP11-328C8.4,0.0
RP11-474P2.2,0.0
RP11-96H19.1,0.0
SLC38A4,0.0
RP11-618L22.1,0.0
RP11-493L12.5,0.0
RP1-90J4.1,0.0
ENDOU,0.0
RAPGEF3,0.0
RP11-89H19.1,0.0
RP11-89H19.2,0.0
RP1-228P16.8,0.0
ANP32D,0.0
RP11-977B10.2,0.0
RP11-161H23.5,0.0
PRPH,0.0
TROAP,0.0
FAIM2,0.0
ASIC1,0.0
SCN8A,0.0
RP11-923I11.3,0.0
KRT7,0.0
KRT86,0.0
KRT6B,0.0
SOAT2,0.0
ESPL1,0.0
RP11-680A11.5,0.0
AMHR2,0.0
RP11-686F15.2,0.0
HOXC4,0.0
RP11-834C11.6,0.0
NFE2,0.0
RP11-753H16.3,0.0
GPR84,0.0
MUCL1,0.0
RP11-110A12.2,0.0
ITGA7,0.0
RP11-762I7.5,0.0
PMEL,0.0
RP11-603J24.21,0.0
RP11-603J24.14,0.0
APOF,0.0
RDH16,0.0
TAC3,0.0
MYO1A,0.0
NXPH4,0.0
RP11-123K3.9,0.0
INHBE,0.0
GLI1,0.0
ARHGEF25,0.0
CYP27B1,0.0
RP11-620J15.2,0.0
LINC01465,0.0
DPY19L2,0.0
RP11-114F3.4,0.0
MSRB3,0.0
RP11-230G5.2,0.0
IRAK3,0.0
IL26,0.0
IL22,0.0
RP11-81H14.1,0.0
RP11-588G21.2,0.0
AC092881.1,0.0
PTPRR,0.0
RP11-20E24.1,0.0
CSRP2,0.0
E2F7,0.0
RP11-13A1.1,0.0
DUSP6,0.0
RP11-823E8.3,0.0
RP11-1109F11.3,0.0
POC1B-GALNT4,0.0
GALNT4,0.0
RP11-756G20.1,0.0
CLLU1OS,0.0
CLLU1,0.0
PLEKHG7,0.0
RP11-511B23.1,0.0
RP11-74K11.2,0.0
RP11-1105G2.3,0.0
CEP83-AS1,0.0
CCDC38,0.0
HAL,0.0
DEPDC4,0.0
GAS2L3,0.0
RP11-285E23.2,0.0
PMCH,0.0
IGF1,0.0
ASCL1,0.0
GLT8D2,0.0
ALDH1L2,0.0
RP11-61E11.1,0.0
RP11-474B16.1,0.0
RP11-482D24.2,0.0
RP11-482D24.3,0.0
RP11-864J10.4,0.0
TMEM119,0.0
RP11-689B22.2,0.0
SVOP,0.0
CUX2,0.0
RP3-473L9.4,0.0
RASAL1,0.0
IQCD,0.0
LHX5,0.0
LINC01234,0.0
RP11-231I16.1,0.0
KSR2,0.0
RP11-136L23.2,0.0
RP11-131L12.4,0.0
TMEM233,0.0
CIT,0.0
RP1-278C19.8,0.0
PLA2G1B,0.0
MSI1,0.0
RP11-18C24.8,0.0
CABP1,0.0
RP11-173P15.9,0.0
RP11-340F14.6,0.0
B3GNT4,0.0
CLIP1-AS1,0.0
CCDC62,0.0
RP11-282O18.3,0.0
RP11-282O18.7,0.0
RP11-214K3.24,0.0
GLT1D1,0.0
ADGRD1,0.0
LINC01257,0.0
RP11-386I8.6,0.0
CTD-2140B24.6,0.0
TPTE2,0.0
GJA3,0.0
GJB2,0.0
GJB6,0.0
RP11-476H16.1,0.0
IL17D,0.0
LATS2-AS1,0.0
SKA3,0.0
TNFRSF19,0.0
SPATA13.1,0.0
SPATA13-AS1,0.0
ATP12A,0.0
RP11-271M24.2,0.0
WASF3,0.0
GPR12,0.0
USP12-AS2,0.0
LINC00412,0.0
RASL11A,0.0
FLT1,0.0
LINC00398,0.0
LINC00545,0.0
MEDAG,0.0
KL,0.0
STARD13,0.0
MAB21L1,0.0
CCDC169,0.0
CCNA1,0.0
SMAD9,0.0
RP11-93G5.1,0.0
LHFP,0.0
RP11-427J23.1,0.0
LINC00332,0.0
LINC00548,0.0
RP11-172E9.2,0.0
LINC00598,0.0
VWA8-AS1,0.0
TNFSF11,0.0
ENOX1,0.0
RP11-65B7.2,0.0
SMIM2-AS1,0.0
SERP2,0.0
SPERT,0.0
KIAA0226L,0.0
RP11-90M2.5,0.0
MED4-AS1,0.0
LINC00441,0.0
FAM124A,0.0
ATP7B,0.0
PCDH8,0.0
DIAPH3,0.0
AC000403.4,0.0
AC001226.7,0.0
POU4F1,0.0
LINC01068,0.0
DCT,0.0
CLDN10,0.0
DZIP1,0.0
UGGT2,0.0
FARP1,0.0
STK24-AS1,0.0
ZIC2,0.0
KDELC1,0.0
RP11-255P5.3,0.0
TEX29,0.0
RP11-88E10.4,0.0
TMEM255B,0.0
RNASE4,0.0
ARHGEF40,0.0
RP11-524O1.4,0.0
TRAV1-1,0.0
TRAV2,0.0
TRAV8-5,0.0
TRAV14DV4,0.0
TRAV8-6,0.0
TRAV18,0.0
TRAV24,0.0
TRAV26-2,0.0
TRAV35,0.0
TRAV39,0.0
AE000662.92,0.0
CH17-302M23.1,0.0
SLC7A7,0.0
MMP14,0.0
MYH6,0.0
MYH7,0.0
ZFHX2,0.0
DHRS2,0.0
LRRC16B,0.0
NFATC4,0.0
RP11-80A15.1,0.0
STXBP6,0.0
NOVA1,0.0
CTD-2503I6.1,0.0
RP11-829H16.3,0.0
CTD-2213F21.2,0.0
RP11-317N8.5,0.0
RP11-545M17.1,0.0
CTD-3028N15.1,0.0
RP11-454K7.3,0.0
RP11-286O18.1,0.0
TRIM9,0.0
LINC00640,0.0
FRMD6,0.0
RP11-102G14.1,0.0
NID2,0.0
GPR137C,0.0
RP11-547D23.1,0.0
BMP4,0.0
SAMD4A,0.0
DLGAP5,0.0
RP11-665C16.6,0.0
RP11-665C16.5,0.0
LINC00520,0.0
SIX1,0.0
SIX4,0.0
RP11-47I22.2,0.0
HIF1A-AS1,0.0
HIF1A-AS2,0.0
CTD-2555O16.1,0.0
CTD-2555O16.2,0.0
PPP1R36,0.0
RP11-840I19.5,0.0
CTD-2509G16.5,0.0
CTD-2014B16.3,0.0
PLEKHH1,0.0
GALNT16,0.0
SLC8A3,0.0
CTD-2540L5.6,0.0
RP6-65G23.5,0.0
RP6-91H8.3,0.0
RP6-91H8.2,0.0
RGS6,0.0
AC005477.1,0.0
DPF3,0.0
PAPLN,0.0
RP4-647C14.3,0.0
RP3-414A15.10,0.0
RP5-1021I20.2,0.0
RP5-1021I20.4,0.0
RP5-1021I20.8,0.0
PROX2,0.0
PGF,0.0
CTD-3075F15.1,0.0
FOS,0.0
LINC01220,0.0
RP11-7F17.5,0.0
TMEM63C,0.0
SAMD15,0.0
NOXRED1,0.0
ISM2,0.0
TSHR,0.0
STON2,0.0
LINC01146,0.0
RP11-753D20.3,0.0
TTC7B,0.0
COX8C,0.0
ASB2,0.0
LINC00521,0.0
OTUB2,0.0
PPP4R4,0.0
SERPINA1,0.0
GSC,0.0
CLMN,0.0
RP11-1070N10.3,0.0
RP11-1070N10.5,0.0
AK7,0.0
AL109767.1,0.0
HHIPL1,0.0
CYP46A1,0.0
CTD-2376I20.1,0.0
RP11-638I2.4,0.0
BEGAIN,0.0
RP11-8L8.2,0.0
CTD-2017C7.2,0.0
CTD-2555C10.3,0.0
RP11-45P15.4,0.0
RP11-982M15.2,0.0
CEP170B,0.0
JAG2,0.0
TEX22,0.0
IGHD,0.0
IGHM,0.0
KIAA0125,0.0
IGHV1-2,0.0
IGHV1-3,0.0
LINC00221,0.0
IGHV3-74,0.0
MKRN3,0.0
GABRB3,0.0
GOLGA8M,0.0
RP11-578F21.6,0.0
AC026150.8,0.0
RP11-932O9.9,0.0
GOLGA8O,0.0
SCG5,0.0
RP11-3D4.2,0.0
MEIS2,0.0
RP11-102L12.2,0.0
RP11-265N7.2,0.0
THBS1,0.0
FSIP1,0.0
RP11-325N19.3,0.0
BUB1B,0.0
PAK6,0.0
C15orf52,0.0
CASC5,0.0
C15orf62,0.0
RHOV,0.0
CTD-2129N1.1,0.0
EXD1,0.0
OIP5,0.0
ITPKA,0.0
LTK,0.0
PLA2G4B,0.0
SPTBN5,0.0
RP11-265N6.1,0.0
CTD-2036P10.3,0.0
TGM5,0.0
CKMT1B,0.0
STRC,0.0
CKMT1A,0.0
ELL3,0.0
FRMD5,0.0
CTD-2306A12.1,0.0
CTXN2,0.0
FBN1,0.0
RP11-227D13.5,0.0
RP11-227D13.4,0.0
SHC4,0.0
ATP8B4,0.0
HDC,0.0
TNFAIP8L3,0.0
MYO5C,0.0
C15orf65,0.0
NEDD4,0.0
MNS1,0.0
ALDH1A2,0.0
RP11-30K9.6,0.0
CCNB2,0.0
RP11-59H7.4,0.0
MYO1E,0.0
FAM81A,0.0
FOXB1,0.0
RP11-82L7.4,0.0
RP11-643M14.1,0.0
C2CD4A,0.0
RP11-435J9.2,0.0
CA12,0.0
CTD-2116N17.1,0.0
SMAD6,0.0
IQCH,0.0
PAQR5,0.0
KIF23,0.0
DRAIC,0.0
PCAT29,0.0
UACA,0.0
LARP6,0.0
THAP10,0.0
THSD4,0.0
HIGD2B,0.0
RP11-60L3.6,0.0
CYP11A1,0.0
SEMA7A,0.0
CYP1A1,0.0
SCAMP5,0.0
CTD-2026K11.2,0.0
ODF3L1,0.0
ISL2,0.0
ACSBG1,0.0
ADAMTS7,0.0
KIAA1024,0.0
RP11-38G5.4,0.0
CTD-2240J17.2,0.0
CTD-2240J17.1,0.0
MEX3B,0.0
AC105339.1,0.0
RP11-752G15.8,0.0
TM6SF1,0.0
RP11-382A20.4,0.0
SH3GL3,0.0
NTRK3,0.0
ACAN,0.0
RP11-326A19.3,0.0
TICRR,0.0
KIF7,0.0
ANPEP,0.0
RP11-697E2.6,0.0
ZNF774,0.0
CRTC3-AS1,0.0
FES,0.0
PRC1-AS1,0.0
AC068831.16,0.0
SV2B,0.0
CRAT37,0.0
CTD-2313J17.6,0.0
RP11-76E17.3,0.0
ARRDC4,0.0
RP11-35O15.1,0.0
RP11-6O2.2,0.0
ADAMTS17,0.0
LRRK1,0.0
RP11-505E24.2,0.0
PCSK6-AS1,0.0
WASIR2,0.0
RHBDF1,0.0
HBA2,0.0
HBA1,0.0
HBQ1,0.0
RGS11,0.0
LINC00235,0.0
LA16c-349E10.1,0.0
CCDC78,0.0
TPSG1,0.0
TPSB2,0.0
TPSAB1,0.0
LA16c-358B7.4,0.0
BAIAP3,0.0
LA16c-316G12.2,0.0
NPW,0.0
RAB26,0.0
CASKIN1,0.0
DNASE1L2,0.0
RP11-715J22.2,0.0
RP11-20I23.8,0.0
ZG16B,0.0
LA16c-325D7.2,0.0
KREMEN2,0.0
PKMYT1,0.0
CCDC64B,0.0
ZNF205,0.0
AJ003147.9,0.0
RP11-95P2.3,0.0
GLIS2,0.0
C16orf96,0.0
SEC14L5,0.0
RP11-152P23.2,0.0
RP11-77H9.6,0.0
RP11-243A14.1,0.0
RP11-876N24.4,0.0
RP11-396B14.2,0.0
RP11-485G7.5,0.0
RP11-166B2.8,0.0
RP11-276H1.3,0.0
CTD-2583P5.3,0.0
RP11-680G24.6,0.0
CTB-193M12.1,0.0
AC138969.4,0.0
CTD-2576D5.4,0.0
RP11-626G11.5,0.0
ITPRIPL2,0.0
RP11-626G11.3,0.0
TMC5,0.0
AC002550.6,0.0
ACSM2A,0.0
ACSM2B,0.0
DNAH3,0.0
CRYM,0.0
NPIPB3,0.0
OTOA,0.0
RP11-645C24.5,0.0
RP11-21M24.3,0.0
SCNN1B,0.0
AC002331.1,0.0
CTD-3203P2.3,0.0
IL21R-AS1,0.0
NPIPB8,0.0
RP11-1348G14.5,0.0
ATP2A1,0.0
CD19,0.0
RP11-426C22.8,0.0
AC009133.21,0.0
CTD-2574D22.7,0.0
SEZ6L2,0.0
ASPHD1,0.0
FAM57B,0.0
RP11-455F5.6,0.0
RP11-347C12.11,0.0
CTF1,0.0
HSD3B7,0.0
PYDC1,0.0
ITGAX,0.0
CTD-2358C21.5,0.0
SHCBP1,0.0
NETO2,0.0
CTC-527H23.3,0.0
RP11-401P9.4,0.0
RP11-327F22.2,0.0
RP11-327F22.1,0.0
RP11-327F22.4,0.0
IRX3,0.0
CRNDE,0.0
IRX5,0.0
MMP2,0.0
LPCAT2,0.0
RP11-212I21.4,0.0
GNAO1,0.0
MT3,0.0
RP11-249C24.10,0.0
MT1M,0.0
MT1A,0.0
MT1G,0.0
MT1H,0.0
MMP15,0.0
RP11-459F6.3,0.0
CCDC113,0.0
CMTM1,0.0
CMTM2,0.0
RP11-63M22.2,0.0
CA7,0.0
RRAD,0.0
CES3,0.0
EXOC3L1,0.0
LRRC36,0.0
ZDHHC1,0.0
HSD11B2,0.0
CTD-2012K14.8,0.0
AC009095.4,0.0
TSNAXIP1,0.0
CTC-479C5.10,0.0
CTRL,0.0
CDH3,0.0
RP11-615I2.2,0.0
CDH1,0.0
PDF,0.0
CTD-2033A16.1,0.0
MTSS1L,0.0
PKD1L3,0.0
PMFBP1,0.0
RP5-991G20.1,0.0
RP5-991G20.2,0.0
RP11-252E2.1,0.0
LDHD,0.0
RP11-490B18.5,0.0
RP11-70D24.3,0.0
RP11-70D24.2,0.0
LINC01229,0.0
MAFTRR,0.0
RP11-525K10.3,0.0
PRCAT47,0.0
RP11-303E16.5,0.0
RP11-303E16.6,0.0
RP11-303E16.7,0.0
OSGIN1,0.0
ADAD2,0.0
RP11-517C16.2,0.0
RP11-118F19.1,0.0
JPH3,0.0
RP11-278A23.1,0.0
CBFA2T3,0.0
CDH15,0.0
SLC22A31,0.0
VPS9D1-AS1,0.0
DOC2B,0.0
AC108004.3,0.0
RP5-1029F21.3,0.0
FAM57A,0.0
RP11-676J12.4,0.0
NXN,0.0
TUSC5,0.0
SCARF1,0.0
RP11-667K14.4,0.0
SPATA22,0.0
ASPA,0.0
GSG2,0.0
P2RX1,0.0
SPNS2,0.0
ALOX15,0.0
AC091153.4,0.0
VMO1,0.0
CHRNE,0.0
RP5-1050D4.2,0.0
INCA1,0.0
PITPNM3,0.0
CTC-281F24.5,0.0
BCL6B,0.0
ASGR1,0.0
YBX2,0.0
FGF11,0.0
RP11-186B7.7,0.0
ATP1B2,0.0
DNAH2,0.0
GUCY2D,0.0
ALOX15B,0.0
AC129492.6,0.0
HES7,0.0
AURKB,0.0
CCDC42,0.0
PIK3R6,0.0
CTB-41I6.1,0.0
CTB-41I6.2,0.0
RP11-85B7.5,0.0
USP43,0.0
RP11-1090M7.1,0.0
HS3ST3A1,0.0
AC005304.1,0.0
RP11-131K5.1,0.0
PMP22,0.0
CDRT4,0.0
TVP23C-CDRT4,0.0
RASD1,0.0
EVPLL,0.0
LGALS9C,0.0
RP11-135L13.4,0.0
B9D1,0.0
RNF112,0.0
ALDH3A1,0.0
LGALS9B,0.0
AC008088.4,0.0
RP11-283C24.1,0.0
CCDC144NL-AS1,0.0
RP11-746M1.1,0.0
AC087294.2,0.0
RP11-728E14.2,0.0
RP11-192H23.5,0.0
TLCD1,0.0
PIPOX,0.0
RP11-321A17.6,0.0
CTD-2349P21.12,0.0
CTD-2349P21.11,0.0
RP13-753N3.3,0.0
ADAP2,0.0
RP11-848P1.5,0.0
OMG,0.0
RP11-466A19.1,0.0
AC084809.2,0.0
TMEM98,0.0
UNC45B,0.0
AC015849.12,0.0
AC015849.19,0.0
AC015849.16,0.0
RDM1,0.0
AC069363.1,0.0
CCL3,0.0
CTB-91J4.1,0.0
CCL3L3,0.0
CCL4L2,0.0
LHX1,0.0
RP11-378E13.4,0.0
HNF1B,0.0
TBC1D3L,0.0
TBC1D3D,0.0
ARHGAP23,0.0
SRCIN1,0.0
PCGF2,0.0
FBXO47,0.0
CTB-131K11.1,0.0
PNMT,0.0
GRB7,0.0
ZPBP2,0.0
RP11-387H17.4,0.0
GSDMA,0.0
RAPGEFL1,0.0
RARA-AS1,0.0
TNS4,0.0
RP5-1028K7.2,0.0
KRT17,0.0
FKBP10,0.0
KLHL10,0.0
TTC25,0.0
RP11-358B23.1,0.0
RP11-358B23.5,0.0
PTRF,0.0
PLEKHH3,0.0
AOC3,0.0
PTGES3L,0.0
ETV4,0.0
PPY,0.0
PYY,0.0
C17orf53,0.0
RUNDC3A-AS1,0.0
RUNDC3A,0.0
ITGA2B,0.0
FZD2,0.0
RP11-1072C15.4,0.0
ADAM11,0.0
GJC1,0.0
KIF18B,0.0
CTD-2534I21.8,0.0
C1QL1,0.0
PLCD3,0.0
RP13-890H12.2,0.0
WNT3,0.0
RP11-63A1.1,0.0
RPRML,0.0
MYL4,0.0
RP11-6N17.2,0.0
RP5-890E16.5,0.0
THRA1/BTR,0.0
RP11-433M22.2,0.0
HOXB5,0.0
HOXB6,0.0
HOXB9,0.0
IGF2BP1,0.0
RP11-1079K10.3,0.0
NGFR,0.0
DLX4,0.0
SAMD14,0.0
RP11-893F2.13,0.0
SGCA,0.0
COL1A1,0.0
TMEM92,0.0
RP11-94C24.6,0.0
ABCC3,0.0
RP11-60A24.3,0.0
CUEDC1,0.0
RP11-159D12.10,0.0
LPO,0.0
SEPT4-AS1,0.0
CTD-2319I12.2,0.0
C17orf64,0.0
RP11-15E18.4,0.0
EFCAB3,0.0
CTD-3035K23.7,0.0
MRC2,0.0
GH1,0.0
RP11-160O5.1,0.0
CEP112,0.0
C17orf58,0.0
AC145343.2,0.0
ABCA9,0.0
ABCA6,0.0
DNAI2,0.0
CASKIN2,0.0
ITGB4,0.0
RP11-552F3.9,0.0
EVPL,0.0
ZACN,0.0
GALR2,0.0
SPHK1,0.0
AANAT,0.0
RP11-666A8.8,0.0
CTD-2246P4.1,0.0
FLJ45079,0.0
AC061992.2,0.0
RP11-806H10.4,0.0
CBX2,0.0
RP11-353N14.1,0.0
RP11-353N14.4,0.0
CTD-2526A2.2,0.0
NPTX1,0.0
RP11-28G8.1,0.0
AATK,0.0
RP11-1055B8.9,0.0
RP11-1055B8.10,0.0
BAHCC1,0.0
RP13-766D20.2,0.0
PDE6G,0.0
RP11-498C9.2,0.0
MAFG-AS1,0.0
RP11-498C9.13,0.0
NOTUM,0.0
RAC3,0.0
RP13-516M14.2,0.0
RP13-516M14.10,0.0
TEX19,0.0
RP13-20L14.1,0.0
RP13-20L14.6,0.0
RP11-388C12.1,0.0
RP11-497H17.1,0.0
METRNL,0.0
RP11-806L2.2,0.0
ADCYAP1,0.0
LINC00470,0.0
RP11-737O24.2,0.0
RP11-737O24.1,0.0
DLGAP1,0.0
CTD-3096M3.1,0.0
CTD-3096M3.2,0.0
MTCL1,0.0
RAB31,0.0
APCDD1,0.0
RP11-820I16.1,0.0
TUBB6,0.0
PRELID3A,0.0
SPIRE1,0.0
RP11-973H7.4,0.0
RP11-773H22.4,0.0
RP11-739L10.1,0.0
RP11-370A5.1,0.0
CABLES1,0.0
RP11-17J14.2,0.0
LAMA3,0.0
HRH4,0.0
ZNF521,0.0
B4GALT6,0.0
RP11-549B18.1,0.0
GAREM1,0.0
MEP1B,0.0
DTNA,0.0
RP11-905K4.1,0.0
RP11-49I11.1,0.0
RP11-244M2.1,0.0
SYT4,0.0
RP11-456K23.1,0.0
SETBP1,0.0
SIGLEC15,0.0
RP11-484L8.1,0.0
MYO5B,0.0
STARD6,0.0
CCDC68,0.0
NEDD4L,0.0
RP11-845C23.3,0.0
ALPK2,0.0
RP11-126O1.5,0.0
RP11-126O1.4,0.0
RAX,0.0
CDH20,0.0
TNFRSF11A,0.0
RP11-299P2.2,0.0
HMSD,0.0
DOK6,0.0
RP11-126K15.1,0.0
RP11-25L3.3,0.0
C18orf65,0.0
LINC00908,0.0
RP11-162A12.4,0.0
RP11-862L9.3,0.0
RP11-4B16.4,0.0
PARD6G-AS1,0.0
PARD6G,0.0
SRXN1,0.0
TMEM74B,0.0
C20orf202,0.0
RAD21L1,0.0
SIRPB1,0.0
RP11-128M1.1,0.0
RP4-686C3.7,0.0
EBF4,0.0
CPXM1,0.0
GNRH2,0.0
RP4-794I6.4,0.0
SMOX,0.0
ADRA1D,0.0
RP5-1068H6.6,0.0
RP5-1116H23.5,0.0
CHGB,0.0
RP5-971N18.3,0.0
SNAP25,0.0
JAG1,0.0
BTBD3,0.0
RP4-742J24.2,0.0
SPTLC3,0.0
MACROD2,0.0
RP4-777L9.2,0.0
BFSP1,0.0
INSM1,0.0
LINC00237,0.0
RP5-851M4.1,0.0
RP4-568C11.4,0.0
RP5-965G21.4,0.0
RP5-965G21.6,0.0
RP4-694B14.8,0.0
HM13-AS1,0.0
ID1,0.0
HCK,0.0
C20orf203,0.0
DNMT3B,0.0
ZNF341-AS1,0.0
RP5-1125A11.7,0.0
RP5-1125A11.6,0.0
ASIP,0.0
RP4-614O4.11,0.0
FAM83C-AS1,0.0
EPB41L1,0.0
MYL9,0.0
SOGA1,0.0
RP4-621N11.2,0.0
NNAT,0.0
SLC32A1,0.0
RP4-616B8.5,0.0
RP4-616B8.4,0.0
MAFB,0.0
LPIN3,0.0
SGK2,0.0
MYBL2,0.0
TOX2,0.0
JPH2,0.0
KCNK15-AS1,0.0
WISP2,0.0
KCNK15,0.0
STK4-AS1,0.0
WFDC5,0.0
MATN4,0.0
RBPJL,0.0
SDC4,0.0
TP53TG5,0.0
DBNDD2,0.0
WFDC2,0.0
WFDC3,0.0
UBE2C,0.0
TNNC2,0.0
PLTP,0.0
MMP9,0.0
ZNF334,0.0
OCSTAMP,0.0
RP1-28H20.3,0.0
RP4-569M23.2,0.0
CSE1L-AS1,0.0
PTGIS,0.0
SNAI1,0.0
RP11-112L6.3,0.0
RP4-530I15.9,0.0
KCNG1,0.0
ATP9A,0.0
RP11-15M15.1,0.0
RP4-724E16.2,0.0
DOK5,0.0
RP4-806M20.4,0.0
C20orf197,0.0
MIR646HG,0.0
CDH4,0.0
RP11-11M20.4,0.0
LAMA5,0.0
RP13-30A9.2,0.0
SLCO4A1,0.0
COL9A3,0.0
SLC17A9,0.0
RP5-963E22.6,0.0
BIRC7,0.0
EEF1A2,0.0
C20orf195,0.0
ZGPAT,0.0
ZBTB46,0.0
SOX18,0.0
C2CD4C,0.0
PRSS57,0.0
PALM,0.0
AZU1,0.0
AC005329.7,0.0
CTB-31O20.3,0.0
AMH,0.0
C19orf35,0.0
TMPRSS9,0.0
AC005624.2,0.0
AC006277.2,0.0
TLE6,0.0
AC005262.2,0.0
GNA15,0.0
AC005264.2,0.0
SMIM24,0.0
CREB3L3,0.0
ANKRD24,0.0
EBI3,0.0
AC007292.4,0.0
AC007292.6,0.0
LRG1,0.0
CTC-482H14.5,0.0
CATSPERD,0.0
PRR22,0.0
FUT3,0.0
CTC-232P5.1,0.0
ACER1,0.0
CTB-180A7.3,0.0
SLC25A41,0.0
TNFSF9,0.0
C3,0.0
CTD-3128G10.6,0.0
ARHGEF18,0.0
CAMSAP3,0.0
CTD-3214H19.6,0.0
FCER2,0.0
PRR36,0.0
CTD-3193O13.1,0.0
CTXN1,0.0
CCL25,0.0
ANGPTL4,0.0
OR7D2,0.0
ZNF559-ZNF177,0.0
ZNF177,0.0
ZNF560,0.0
ZNF812P,0.0
CTD-2240E14.4,0.0
CTD-2369P2.4,0.0
CTD-2369P2.8,0.0
ICAM5,0.0
CCDC151,0.0
ELAVL3,0.0
CTC-499B15.5,0.0
ZNF491,0.0
CTD-2006C1.13,0.0
ZNF878,0.0
ZNF788,0.0
CTD-2192J16.20,0.0
CTD-2659N19.10,0.0
KLF1,0.0
SYCE2,0.0
DAND5,0.0
CTC-250I14.3,0.0
CTC-250I14.6,0.0
NANOS3,0.0
PODNL1,0.0
CTB-55O6.13,0.0
CTB-55O6.4,0.0
C19orf67,0.0
CTC-548K16.2,0.0
CTC-548K16.5,0.0
PTGER1,0.0
SYDE1,0.0
AC003956.1,0.0
LLNLR-246C6.1,0.0
CYP4F22,0.0
AC004791.2,0.0
CTD-3222D19.11,0.0
F2RL3,0.0
CTD-2521M24.5,0.0
CTD-2521M24.8,0.0
AC007192.6,0.0
IFI30,0.0
AC068499.10,0.0
GDF15,0.0
LRRC25,0.0
AC005253.4,0.0
TMEM59L,0.0
HOMER3,0.0
CILP2,0.0
AC007204.2,0.0
LINC00664,0.0
RP11-420K14.8,0.0
ZNF730,0.0
RP11-15H20.7,0.0
AC005307.3,0.0
CTB-32O4.2,0.0
VSTM2B,0.0
TSHZ3,0.0
RGS9BP,0.0
RHPN2,0.0
LRP3,0.0
KCTD15,0.0
AC010504.2,0.0
ZNF30-AS1,0.0
CTD-2527I21.7,0.0
SCN1B,0.0
HAMP,0.0
MAG,0.0
FFAR1,0.0
FFAR3,0.0
GPR42,0.0
DMKN,0.0
UPK1A-AS1,0.0
ZBTB32,0.0
AD000671.6,0.0
AC002398.11,0.0
HSPB6,0.0
KIRREL2,0.0
SYNE4,0.0
CLIP3,0.0
CTD-3234P18.6,0.0
CTD-2293H3.2,0.0
CTC-454I21.3,0.0
DPF1,0.0
PPP1R14A,0.0
CTB-102L5.4,0.0
GGN,0.0
RASGRP4,0.0
RYR1,0.0
CTC-360G5.6,0.0
IFNL3,0.0
IFNL2,0.0
DLL3,0.0
AC093063.3,0.0
AC005614.3,0.0
TTC9B,0.0
CNTD2,0.0
CTC-492K19.7,0.0
CYP2S1,0.0
AXL,0.0
B3GNT8,0.0
PCAT19,0.0
AC006129.1,0.0
GRIK5,0.0
TMEM145,0.0
CXCL17,0.0
SRRM5,0.0
CTB-171A8.1,0.0
CEACAM19,0.0
PVRL2,0.0
APOE,0.0
APOC1,0.0
CTB-129P6.11,0.0
CTB-179K24.3,0.0
NKPD1,0.0
FOSB,0.0
SIX5,0.0
FOXA3,0.0
NOVA2,0.0
IGFL2,0.0
HIF3A,0.0
PNMAL1,0.0
CTB-12A17.3,0.0
CTB-147N14.6,0.0
C5AR1,0.0
MEIS3,0.0
SLC8A2,0.0
ZNF541,0.0
CTD-2571L23.8,0.0
EHD2,0.0
SULT2A1,0.0
PLA2G4C,0.0
CTC-453G23.8,0.0
CCDC114,0.0
SYNGR4,0.0
FAM83E,0.0
CGB2,0.0
TRPM4,0.0
AC010524.2,0.0
CCDC155,0.0
PTH2,0.0
SLC17A7,0.0
IZUMO2,0.0
MYBPC2,0.0
C19orf81,0.0
CTD-2568A17.1,0.0
CTD-2568A17.8,0.0
KLK1,0.0
KLK2,0.0
CD33,0.0
IGLON5,0.0
VSIG10L,0.0
LIM2,0.0
CTD-2616J11.14,0.0
SIGLEC10,0.0
CTD-2616J11.2,0.0
SIGLEC12,0.0
ZNF350-AS1,0.0
CTD-2525I3.5,0.0
ZNF534,0.0
ZNF888,0.0
CTD-2331H12.7,0.0
OSCAR,0.0
LILRB5,0.0
